Species;Site;Specimen = inventory n°;Sex;Source;Tooth;Tooth;Tooth;Crown;
;;;;;Tooth;Right / Left;Upper / Lower;M.D. (in mm);B.L. (in mm)
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);C;;Inferior;15,2;19,6
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);Pm3;;Inferior;13,9;19,2
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);Pm4;;Inferior;12,7;15,5
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M1;;Inferior;16,8;14,6
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M2;;Inferior;18,9;16,7
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M3;;Inferior;18,8;15,8
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);I1;;Superior;15,4;13,2
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);I2;;Superior;11;10,9
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);C;;Superior;23;16,3
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);Pm3;;Superior;12,65;16,65
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);Pm4;;Superior;12;16,45
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M1;;Superior;15,95;16,9
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M2;;Superior;17,55;17,5
Gorilla gorilla;Cleveland Museum of Natural History;1847;Male;Original (Mahler);M3;;Superior;16,7;16,4
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);I1;;Inferior;6,2;8,4
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);I2;;Inferior;6,8;9
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);C;;Inferior;10,1;14
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);Pm3;;Inferior;10,7;14,1
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);Pm4;;Inferior;9,7;11,9
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M1;;Inferior;13,8;12,8
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M2;;Inferior;14,8;13,3
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M3;;Inferior;14,5;13,1
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);I1;;Superior;10,5;9,2
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);I2;;Superior;8;8,3
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);C;;Superior;14,1;11,25
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);Pm3;;Superior;10;13,95
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);Pm4;;Superior;9,5;13,35
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M1;;Superior;12,9;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M2;;Superior;12,65;14,5
Gorilla gorilla;Cleveland Museum of Natural History;1849;Female;Original (Mahler);M3;;Superior;12,7;14,2
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);I1;;Inferior;8,7;9,1
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);I2;;Inferior;10,6;10,3
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);Pm4;;Inferior;11,4;13,9
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);M1;;Inferior;15,7;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);M2;;Inferior;17,1;15,8
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);I1;;Superior;14,7;10,6
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);I2;;Superior;9,7;9,7
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);Pm3;;Superior;11,1;15,1
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);Pm4;;Superior;10,55;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);M1;;Superior;15,65;16,25
Gorilla gorilla;Cleveland Museum of Natural History;1850;Male;Original (Mahler);M2;;Superior;15,85;16,6
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);I1;;Inferior;5,7;8,6
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);I2;;Inferior;6,8;8,9
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);C;;Inferior;10,8;14,2
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);Pm3;;Inferior;10,9;14,9
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);Pm4;;Inferior;10,8;12,8
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M1;;Inferior;14,4;13,2
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M2;;Inferior;16,4;15,1
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M3;;Inferior;16,1;13,9
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);I1;;Superior;11,9;9,4
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);I2;;Superior;7,2;8,4
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);C;;Superior;15,2;12,1
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);Pm3;;Superior;10,6;14,65
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);Pm4;;Superior;10,1;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M1;;Superior;13,7;15,15
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M2;;Superior;14,45;16,3
Gorilla gorilla;Cleveland Museum of Natural History;1851;Female;Original (Mahler);M3;;Superior;13,35;15
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);I1;;Inferior;7;8
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);I2;;Inferior;7,5;8,5
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);C;;Inferior;9,4;12,5
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);Pm3;;Inferior;10,1;15
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);Pm4;;Inferior;10,5;12
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M1;;Inferior;13,9;12,2
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M2;;Inferior;16,7;14,2
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M3;;Inferior;16,3;13,4
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);I1;;Superior;9,1;9,1
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);I2;;Superior;7,2;8,6
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);C;;Superior;13,2;10,2
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);Pm3;;Superior;9,8;15
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);Pm4;;Superior;10,1;14,5
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M1;;Superior;13,05;14,55
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M2;;Superior;15,15;15,6
Gorilla gorilla;Cleveland Museum of Natural History;1852;Female;Original (Mahler);M3;;Superior;13,75;13,8
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);I1;;Inferior;6;8
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);I2;;Inferior;7;8,6
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);C;;Inferior;9,8;12,7
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);Pm3;;Inferior;10,3;13,6
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);Pm4;;Inferior;11,3;.
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M1;;Inferior;13,8;.
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M2;;Inferior;14,9;13
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M3;;Inferior;15,2;13,5
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);I1;;Superior;10,8;9,4
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);I2;;Superior;8,5;8,8
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);C;;Superior;13,7;11,45
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);Pm3;;Superior;9,45;14,15
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);Pm4;;Superior;9,85;14
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M1;;Superior;12,15;13,5
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M2;;Superior;13,75;14,6
Gorilla gorilla;Cleveland Museum of Natural History;1854;Female;Original (Mahler);M3;;Superior;12,3;13,3
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);I2;;Inferior;5,5;9,8
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);C;;Inferior;10,2;13,5
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);Pm3;;Inferior;10,9;15,4
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);Pm4;;Inferior;11,4;12,9
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M1;;Inferior;13,6;13,6
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M2;;Inferior;16,1;15,8
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M3;;Inferior;16,8;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);I1;;Superior;9,1;8,7
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);I2;;Superior;7,8;9,2
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);C;;Superior;14,6;12,2
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);Pm3;;Superior;10,5;15,2
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);Pm4;;Superior;10,3;15
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M1;;Superior;12,7;15,65
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M2;;Superior;14,5;16,35
Gorilla gorilla;Cleveland Museum of Natural History;1856;Female;Original (Mahler);M3;;Superior;13,4;15,2
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);I1;;Inferior;8,8;9,8
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);I2;;Inferior;9,6;11,9
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);C;;Inferior;15,2;19,2
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);Pm3;;Inferior;13,7;18,6
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);Pm4;;Inferior;12,1;15,3
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M1;;Inferior;17,7;15,4
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M2;;Inferior;18,8;16,7
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M3;;Inferior;18,6;16
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);I1;;Superior;15,2;11,7
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);I2;;Superior;10,6;10,8
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);C;;Superior;23,4;17,9
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);Pm3;;Superior;12,5;16,55
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);Pm4;;Superior;11,6;17,1
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M1;;Superior;17;17,7
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M2;;Superior;17,55;19,1
Gorilla gorilla;Cleveland Museum of Natural History;1857;Male;Original (Mahler);M3;;Superior;17,2;17,1
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);I1;;Inferior;7,8;9,4
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);I2;;Inferior;9,8;11,1
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);C;;Inferior;14,9;16,3
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);Pm3;;Inferior;11,8;18,4
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);Pm4;;Inferior;11,2;14,1
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M1;;Inferior;15,9;13,7
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M2;;Inferior;16,9;15,7
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M3;;Inferior;17,1;15,5
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);I1;;Superior;14,1;10,8
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);I2;;Superior;10,7;9,9
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);C;;Superior;22,1;15,4
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);Pm3;;Superior;12,2;16,6
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);Pm4;;Superior;10,7;15,55
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M1;;Superior;15;15,85
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M2;;Superior;15,6;17,65
Gorilla gorilla;Cleveland Museum of Natural History;1859;Male;Original (Mahler);M3;;Superior;15,3;16,6
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);I1;;Inferior;8,1;9,3
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);I2;;Inferior;9,7;11,8
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);Pm3;;Inferior;12,3;18,6
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);Pm4;;Inferior;12;14,2
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);M1;;Inferior;16,2;13,5
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);M2;;Inferior;17,7;15,4
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);I1;;Superior;14,7;.
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);I2;;Superior;10,1;.
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);Pm3;;Superior;12,7;16,9
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);Pm4;;Superior;11,75;16,25
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);M1;;Superior;15,15;16,1
Gorilla gorilla;Cleveland Museum of Natural History;1860;Male;Original (Mahler);M2;;Superior;16,3;17,15
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);C;;Inferior;14,8;18,6
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);Pm3;;Inferior;12,4;18,2
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);Pm4;;Inferior;12;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M1;;Inferior;16,2;14,9
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M2;;Inferior;18,9;17,2
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M3;;Inferior;18,1;16,1
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);C;;Superior;21,8;16,3
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);Pm3;;Superior;12,25;17,4
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);Pm4;;Superior;11,4;16,35
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M1;;Superior;15,6;16,25
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M2;;Superior;16,9;17,05
Gorilla gorilla;Cleveland Museum of Natural History;1872;Male;Original (Mahler);M3;;Superior;16,55;15,8
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);I1;;Inferior;8,6;8,2
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);I2;;Inferior;9,3;9
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);C;;Inferior;11,9;12,8
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);Pm3;;Inferior;10,7;14,8
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);Pm4;;Inferior;10,6;13,6
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M1;;Inferior;15,3;13,2
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M2;;Inferior;16,2;15,3
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M3;;Inferior;17,2;15,2
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);I1;;Superior;14,1;10,2
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);I2;;Superior;9,8;9,2
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);C;;Superior;17,5;12,5
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);Pm3;;Superior;9,9;15,1
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);Pm4;;Superior;10,65;14,95
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M1;;Superior;14,15;14,35
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M2;;Superior;15;15,6
Gorilla gorilla;Cleveland Museum of Natural History;1873;Female;Original (Mahler);M3;;Superior;14,95;15,65
